# {"env_id": "HopperBulletEnv-v0", "t_start": 1587161614.5459487} 
r,l,t
13.906464,8,15.256854
9.387371,5,15.26468
17.502329,11,15.280374
17.28898,7,15.29051
18.695551,7,15.300111
14.352493,6,15.307974
17.260968,5,15.314707
18.088699,6,15.322577
25.557317,16,15.342582
13.400653,6,15.350558
14.409464,6,15.358468
20.3527,10,15.371269
18.701187,9,15.382848
16.045118,8,15.393077
16.090231,8,15.403391
12.944505,5,15.410325
8.700761,10,15.423135
12.636303,6,15.43127
13.819696,5,15.437936
13.655089,6,15.445785
17.799532,8,15.456005
17.029027,6,15.659011
15.113291,7,15.669774
16.687811,13,15.688622
14.564959,6,15.696965
15.411775,6,15.705111
16.538626,10,15.718647
15.302227,6,15.726838
15.88874,5,15.733581
19.057142,10,15.746945
15.166192,5,15.753516
11.074656,10,15.766105
16.184591,9,15.77767
19.739547,10,15.790559
16.683664,9,15.802073
11.379223,11,15.815763
16.063089,7,15.824903
16.498259,6,15.832749
17.21674,6,15.840623
18.313699,7,15.850161
15.833905,15,15.868845
15.19297,6,15.876766
18.402122,7,15.886086
18.444183,8,15.89626
16.706525,5,15.902848
15.780219,8,15.913014
20.156039,11,15.927241
16.961021,10,15.940078
12.220069,5,15.946788
17.922703,6,15.95466
12.809652,4,15.960035
18.293175,8,15.970418
13.641117,8,15.980736
20.72447,10,15.993906
19.757526,8,16.004301
17.046466,9,16.016048
17.752066,12,16.031151
19.1635,15,16.049747
13.928136,8,16.05988
15.186366,8,16.069916
16.690477,8,16.080119
17.121004,6,16.087864
13.395113,5,16.094472
12.359501,7,16.103601
16.391872,12,16.118833
11.801624,6,16.126667
17.519925,11,16.140366
16.35138,7,16.149436
14.534375,6,16.157166
16.155729,7,16.166287
18.022457,5,16.172949
20.401162,8,16.183263
14.1778,8,16.193546
15.474855,7,16.202524
17.988331,5,16.209243
13.846505,5,16.215879
16.701901,6,16.223854
15.448346,8,16.234169
16.885173,9,16.245591
16.762203,7,16.254643
15.998762,8,16.264861
18.323014,9,16.27627
13.580966,5,16.282817
18.798254,11,16.296706
17.064921,10,16.309767
17.86648,6,16.31776
19.028791,8,16.328039
18.915172,9,16.339472
13.426034,7,16.348521
16.854703,7,16.357591
15.709433,5,16.364192
17.567786,5,16.370901
15.308479,11,16.384679
16.844089,6,16.392617
13.66287,6,16.400399
13.26017,6,16.408264
18.19839,8,16.41867
16.097706,5,16.425337
14.668242,10,16.438072
15.388068,7,16.447305
17.127706,6,16.455101
14.374398,7,16.464082
17.082896,6,16.471961
18.606433,6,16.479844
17.148966,8,16.490106
16.907158,6,16.497962
18.129945,9,16.509385
15.772428,5,16.515999
19.93011,7,16.525115
16.885664,9,16.536619
18.121771,10,16.549343
15.06099,6,16.557256
15.551102,6,16.565098
21.404878,8,16.575414
14.522593,5,16.582129
19.959185,15,16.600812
14.114008,8,16.612098
17.162095,6,16.620176
18.116832,8,16.630532
20.550191,10,16.643201
15.643258,19,16.666813
14.967475,5,16.674274
13.834422,11,16.688525
15.017237,11,16.702502
14.942604,6,16.710614
14.342954,9,16.722414
14.714068,5,16.729147
13.048533,5,16.735814
20.255372,8,16.746612
14.552223,5,16.753228
15.044376,6,16.761193
15.973319,5,16.767873
17.640269,7,16.776944
13.849149,7,16.786087
18.780933,8,16.796521
13.561877,7,16.805532
15.926663,5,16.812261
15.875773,6,16.82012
15.961955,5,16.82674
15.774786,11,16.840751
14.699579,5,16.84793
18.382086,9,16.859814
21.14732,13,16.876438
17.902596,9,16.888181
14.447774,7,16.897304
12.549314,8,16.907558
17.668241,8,16.917978
14.949226,7,16.927041
16.596708,6,16.935056
21.08265,11,16.949069
20.301216,6,16.957037
16.599727,7,16.966112
18.90239,8,16.976449
16.612185,5,16.98334
14.773803,5,16.989944
16.84789,7,16.99901
16.400314,5,17.005697
16.748732,8,17.016142
14.113052,5,17.022978
17.497197,16,17.043116
17.125111,5,17.0499
21.013172,8,17.060283
16.178964,6,17.068197
18.135745,7,17.077349
14.750474,10,17.090106
19.276587,7,17.099276
20.250722,6,17.107335
15.657295,8,17.117692
14.384518,5,17.124301
16.158189,6,17.132137
16.444502,7,17.141229
13.324879,5,17.147849
15.023427,6,17.15555
17.34086,5,17.162237
14.068239,6,17.170279
17.920827,6,17.178579
17.625096,6,17.186489
10.711801,13,17.202885
18.123392,6,17.210716
12.873786,6,17.218535
16.865779,6,17.22648
17.369286,6,17.234324
16.413538,6,17.242174
16.402075,5,17.248791
17.332745,5,17.255389
15.192952,7,17.264455
15.832304,7,17.273711
15.554447,9,17.285375
15.717331,6,17.293262
13.452256,10,17.306119
17.856183,6,17.314053
16.750914,9,17.325556
16.805308,7,17.334789
15.868767,6,17.342741
12.818087,6,17.350544
13.007242,13,17.366917
16.818041,6,17.37479
19.603157,17,17.395866
17.304786,10,17.408502
16.087355,7,17.417822
18.159545,6,17.426283
13.717867,5,17.433102
15.781052,6,17.441087
14.396469,5,17.447818
16.781525,9,17.459311
18.175421,6,17.46718
15.724939,5,17.478173
17.247654,5,17.486674
15.674131,5,17.495126
14.868858,6,17.504404
18.119825,9,17.51754
17.740434,9,17.530179
16.249824,5,17.537351
27.082723,21,17.564581
17.648641,7,17.573901
20.773021,11,17.588036
16.263781,6,17.595951
15.53576,15,17.616577
17.567539,6,17.624776
18.495669,7,17.634102
18.286637,8,17.644678
16.480213,7,17.653807
14.922874,13,17.670152
16.821942,6,17.678349
16.881177,14,17.696696
12.588805,7,17.705753
17.261351,6,17.713865
14.296464,5,17.720644
10.839159,10,17.739261
16.394656,9,17.752446
13.587459,8,17.763793
16.449278,7,17.773651
19.180204,9,17.785164
17.905237,11,17.798621
17.112831,6,17.806237
19.645294,11,17.819772
15.950004,8,17.8297
22.393713,13,17.845403
16.9798,10,17.857845
16.98658,5,17.864295
13.313303,11,17.877827
14.590865,8,17.887707
18.933713,8,17.897698
17.668367,8,17.907681
16.923624,5,17.914126
19.541312,8,17.924057
18.40852,6,17.931715
17.621341,12,17.946412
19.367844,8,17.956397
16.139277,6,17.964082
15.594038,12,17.978744
15.604489,8,17.988547
13.389132,7,17.997312
16.126342,5,18.003758
14.075853,6,18.01141
14.488794,6,18.018999
15.48953,6,18.027006
17.119075,5,18.033507
15.519156,6,18.041187
25.00448,16,18.060731
15.498126,8,18.070761
16.051854,7,18.079522
12.441853,5,18.085962
12.484736,5,18.092416
13.994634,6,18.10001
14.251319,5,18.106426
15.938124,5,18.112793
18.156202,10,18.125172
16.033145,5,18.131735
15.304693,9,18.142759
18.074964,6,18.150398
13.209055,5,18.156868
16.345387,7,18.165665
15.173799,6,18.173356
16.02458,8,18.184582
15.275516,7,18.193813
18.00129,6,18.202045
19.925086,8,18.212718
17.658689,13,18.233862
18.423385,7,18.243997
13.272615,12,18.260944
13.174593,5,18.26798
16.057392,8,18.278338
18.968706,11,18.2922
13.156358,4,18.297526
15.865798,5,18.304048
21.407749,18,18.32563
19.458904,10,18.506008
16.200399,6,18.513764
17.465703,7,18.522673
16.312004,6,18.530295
15.063665,6,18.537993
17.215865,8,18.547984
14.879072,11,18.561526
15.555901,6,18.569165
16.473794,7,18.577923
16.308322,5,18.584392
10.521477,7,18.593139
15.521837,5,18.599583
19.495067,7,18.608413
19.792723,8,18.619561
13.985476,8,18.6296
16.430257,5,18.636103
19.444291,7,18.644845
16.653159,7,18.653699
16.900712,7,18.662529
14.455057,8,18.672426
19.347822,11,18.686351
19.517491,9,18.697603
19.575299,7,18.70635
15.124102,5,18.712939
17.204034,5,18.719593
13.903302,7,18.728405
13.63546,7,18.7371
20.672953,14,18.753954
17.137094,12,18.768413
15.762969,6,18.776061
17.420921,6,18.783633
13.98457,5,18.79007
17.315777,8,18.800061
18.692672,7,18.808811
22.392261,14,18.825703
13.407221,6,18.833481
16.059159,6,18.841111
17.404256,6,18.848745
16.878107,6,18.856594
16.179883,5,18.863063
15.152852,5,18.869555
18.516777,8,18.879546
12.371937,6,18.88717
14.157856,13,18.903008
13.445983,6,18.942647
12.518885,15,18.963168
15.548354,5,18.970099
18.656283,7,18.979108
16.895291,8,18.98901
18.255255,7,18.997799
17.283276,7,19.006598
17.663472,5,19.013036
15.169861,5,19.019538
18.010241,7,19.028334
14.330804,8,19.038934
20.798995,12,19.053751
15.913326,7,19.062518
20.556198,9,19.073696
15.834928,7,19.082488
16.706167,5,19.088938
17.831329,7,19.097744
15.638758,6,19.105364
18.634553,11,19.118909
13.771038,5,19.125373
15.587538,8,19.135351
17.413104,9,19.146515
15.384794,11,19.159839
12.196872,8,19.169708
16.410786,8,19.179641
20.999608,9,19.190831
18.52187,9,19.201897
17.081194,6,19.209578
13.724667,5,19.21612
15.938566,7,19.224871
17.758619,6,19.232416
19.208004,9,19.24355
20.16761,11,19.257102
16.093677,6,19.264802
17.787411,6,19.272396
14.498799,6,19.279997
16.818005,8,19.29001
18.686854,9,19.301136
17.850406,6,19.308866
10.654822,10,19.32109
15.306903,6,19.328748
18.539388,10,19.341065
16.753319,7,19.349871
15.90139,8,19.359791
11.476645,5,19.366207
16.030326,5,19.372611
17.125808,7,19.381443
15.10885,6,19.389154
15.798984,7,19.397988
13.819155,5,19.404431
16.770948,6,19.411973
15.048504,5,19.418358
17.6035,6,19.425953
14.889163,8,19.435912
16.36419,7,19.444605
19.676575,8,19.454543
19.180779,7,19.463197
18.679173,6,19.47079
18.78012,6,19.478442
17.410152,14,19.495287
16.831793,7,19.503999
17.192676,6,19.511629
16.422274,11,19.52504
14.05571,5,19.53149
17.71062,5,19.537957
18.392008,9,19.549027
18.978352,6,19.556604
14.522922,5,19.563125
16.873252,7,19.571918
18.459566,8,19.581932
18.842394,7,19.59158
20.982038,10,19.604488
16.252542,6,19.613177
18.371954,7,19.622866
17.424626,6,19.630859
16.320321,7,19.639828
17.830859,6,19.647541
22.98994,16,19.675663
15.0736,5,19.683928
17.583655,9,19.697192
16.000554,7,19.707186
14.929148,5,19.714407
17.874314,6,19.722505
16.038302,8,19.732816
14.555753,5,19.739495
17.579118,5,19.746328
17.435627,12,19.761329
16.796083,8,19.771655
16.484113,13,19.788485
15.228813,5,19.795232
18.02667,7,19.804306
17.344325,5,19.811005
20.110451,9,19.822636
15.951781,7,19.831733
20.532823,10,19.844532
19.505606,7,19.853891
16.487049,5,19.860839
18.132267,5,19.867663
14.737503,11,19.881619
20.222789,8,19.891984
17.25377,8,19.902272
17.095837,11,19.916474
14.997259,13,19.933042
20.650293,8,19.943324
16.390987,7,19.952373
21.775713,12,19.967455
15.945644,10,19.980405
16.326769,7,19.989807
16.934761,5,19.996505
14.767308,6,20.004499
19.048274,10,20.017441
13.168589,7,20.026613
15.216775,13,20.043132
17.022202,6,20.051143
17.933164,6,20.05898
15.625383,11,20.072864
13.608347,7,20.081608
15.407453,8,20.091566
18.042479,7,20.100409
18.582608,10,20.11271
17.169618,6,20.120349
19.419945,7,20.129128
18.059141,8,20.13904
9.574115,7,20.147753
17.736804,8,20.15773
12.991586,5,20.164156
15.790044,6,20.171768
19.998871,9,20.182906
18.000541,9,20.194149
13.29369,8,20.204021
23.812063,14,20.221093
14.314341,5,20.227484
14.875841,9,20.238706
17.289291,7,20.247545
18.471598,5,20.253997
17.496774,7,20.262798
16.486747,7,20.271697
22.78643,9,20.282904
16.617756,7,20.291681
17.90938,5,20.298136
15.973189,7,20.306914
15.847384,7,20.31567
13.870198,7,20.324442
15.801414,7,20.333174
18.669709,6,20.340732
18.823476,10,20.353068
14.267291,7,20.361849
24.924481,16,20.381355
17.517272,6,20.389002
19.926949,13,20.404823
18.822624,6,20.412478
16.21477,5,20.418934
17.362877,6,20.426489
14.713606,5,20.432863
18.290182,7,20.441645
17.631014,6,20.449227
16.465127,5,20.455639
15.076741,8,20.465514
17.487058,11,20.479005
16.966678,5,20.485427
20.15122,12,20.500054
14.891974,5,20.506498
18.618995,11,20.519903
14.932109,6,20.527473
18.164076,8,20.537489
15.130583,7,20.546214
15.592603,5,20.552629
15.138506,9,20.563808
19.040084,8,20.573729
19.041742,8,20.583726
17.274029,5,20.590154
18.58219,10,20.602441
17.016624,7,20.612912
17.465597,7,20.62222
16.8002,6,20.630234
15.705315,6,20.63805
14.093109,8,20.648407
18.622895,5,20.655345
19.54029,7,20.664594
19.707048,12,20.680209
15.966099,5,20.687138
18.597283,7,20.696117
13.918173,6,20.70391
18.91102,7,20.713167
19.743399,9,20.725395
12.998337,7,20.734385
12.553916,7,20.743547
12.333361,5,20.750407
21.120393,11,20.764448
15.46961,5,20.77344
15.240279,12,20.793946
12.262926,5,20.801476
16.874378,5,20.808831
16.634023,7,20.819344
11.213777,5,20.826537
13.474077,6,20.834676
16.189414,5,20.841533
15.896348,6,20.849326
21.629504,14,20.867351
16.575344,5,20.874179
17.834198,7,20.883618
18.399245,7,20.892776
13.360868,4,20.898226
12.812729,8,20.908799
17.856103,5,20.915422
19.468771,8,20.926044
16.719835,7,20.935296
19.777884,7,20.944397
16.791097,6,20.952446
15.297022,13,20.969163
16.488359,8,20.979555
13.407648,8,20.990048
16.006888,5,20.996716
20.411212,8,21.007327
19.511722,8,21.017804
16.390508,6,21.025665
19.649547,8,21.03597
13.718832,7,21.045103
9.828411,10,21.057761
17.065099,14,21.075408
15.959274,8,21.085661
19.051998,11,21.099717
16.28282,11,21.113739
19.638643,8,21.124455
14.382844,5,21.131402
20.99794,9,21.142964
18.440037,6,21.150732
16.455244,6,21.158638
16.510957,7,21.167747
15.162041,5,21.364735
20.556787,10,21.377893
15.888434,7,21.38694
17.96457,7,21.396041
19.300306,10,21.408747
18.907739,9,21.420303
13.35805,8,21.430584
17.55169,5,21.437198
16.945033,7,21.446258
14.435572,6,21.454384
20.420882,10,21.467305
12.785736,5,21.474045
17.704947,7,21.483293
15.745104,6,21.491182
19.306434,9,21.503082
15.804054,5,21.509998
20.268425,10,21.523137
17.447218,10,21.535807
15.782034,5,21.542377
17.220299,5,21.549059
15.350722,11,21.562944
16.519642,7,21.571692
19.192866,6,21.579493
18.713028,7,21.589181
18.419878,7,21.598192
16.184978,5,21.60491
19.00384,7,21.615753
18.074008,6,21.62477
16.208869,9,21.636528
15.797884,7,21.645598
19.475894,12,21.660739
19.591156,9,21.672309
16.925785,6,21.680313
21.192471,9,21.692491
17.74593,9,21.704067
13.116914,4,21.709571
14.958334,9,21.721278
14.749554,5,21.728046
18.222971,7,21.737273
14.78289,6,21.745134
15.800865,7,21.754129
19.829522,8,21.764482
16.08611,8,21.774804
17.369349,9,21.786411
21.654339,14,21.804021
16.942819,7,21.813238
17.98842,6,21.821151
14.634562,6,21.829098
15.11692,5,21.83576
14.520853,8,21.846052
17.740856,6,21.854035
19.037525,6,21.862473
15.594738,6,21.870643
14.398906,6,21.878534
14.14364,5,21.885191
19.01657,12,21.90047
14.431439,6,21.908558
15.586237,12,21.923558
18.0606,5,21.930246
15.167222,6,21.938473
18.466714,7,21.947565
16.063355,6,21.955554
19.883655,6,21.963446
18.722469,10,21.976613
11.889527,7,21.985652
9.092827,6,21.993442
14.187605,5,22.000102
15.896792,6,22.007906
16.224766,5,22.01456
16.098386,5,22.021208
19.812803,7,22.030551
16.776047,5,22.037289
16.209612,8,22.047607
17.889739,5,22.05436
21.078095,9,22.066097
24.192619,13,22.082504
15.47231,7,22.09151
16.226855,6,22.099357
14.968977,7,22.108428
16.503993,6,22.116332
17.560036,9,22.127763
18.494412,8,22.138099
16.154188,6,22.145969
16.662018,6,22.153804
18.34639,7,22.163024
15.084665,6,22.170947
19.476138,8,22.181435
15.170568,8,22.191833
15.242705,12,22.207314
14.300041,6,22.215181
16.229879,8,22.225659
15.458274,5,22.232368
13.904332,6,22.240222
19.272852,10,22.25292
14.181016,9,22.264438
17.094996,7,22.273766
12.713789,15,22.292703
16.375589,5,22.299596
20.725948,10,22.312227
19.695713,10,22.324953
19.608791,7,22.334096
19.33055,13,22.350617
16.257401,6,22.358605
15.133521,14,22.376175
17.501526,7,22.385335
14.399617,6,22.393184
14.960647,5,22.399863
12.780961,9,22.41135
13.378556,9,22.423028
18.975527,11,22.437471
16.157831,8,22.447686
15.82964,5,22.454325
17.342793,6,22.462278
18.034049,6,22.470352
16.542621,9,22.481769
16.657644,11,22.495411
10.4072,6,22.50358
17.091305,7,22.512941
15.592171,6,22.520842
17.785541,9,22.532637
18.272015,11,22.5466
16.141576,7,22.555672
12.250143,7,22.5648
13.468657,7,22.57576
15.727331,5,22.586472
17.594579,11,22.603376
15.677416,8,22.616479
18.552479,6,22.6252
17.384848,8,22.636468
15.781139,11,22.651101
16.294057,6,22.659005
14.349283,8,22.669282
18.700517,6,22.677705
14.578846,7,22.687034
18.69828,7,22.696326
14.890559,8,22.706685
16.973007,8,22.717127
18.368948,10,22.729807
18.405855,7,22.738903
17.833946,11,22.752799
18.858219,8,22.763458
9.587638,15,22.782168
15.43853,5,22.788838
17.242882,14,22.806433
15.153801,14,22.824098
16.977656,10,22.836886
18.394099,6,22.844775
14.871751,14,22.863051
12.309191,8,22.87339
14.720214,14,22.890944
17.126016,6,22.898922
20.549978,9,22.910511
16.911773,10,22.923326
15.971937,7,22.932361
19.00391,7,22.941873
17.911619,6,22.949853
16.820334,9,22.961465
17.912998,11,22.975655
17.962996,18,22.998059
13.193834,8,23.008368
20.28935,10,23.02132
12.411095,9,23.032904
14.71342,6,23.040887
17.376945,9,23.05238
17.255666,8,23.062724
15.512288,11,23.077085
17.771734,5,23.083855
15.565295,8,23.094231
15.790492,5,23.100986
16.51629,6,23.108808
14.940143,5,23.115463
18.194721,5,23.122428
14.719452,5,23.131258
17.619466,8,23.146272
13.809495,5,23.154063
18.734172,10,23.168452
19.1851,7,23.178346
16.550588,7,23.187836
14.780633,8,23.198156
15.347299,7,23.208071
14.529404,10,23.22085
17.695183,14,23.23863
16.144138,7,23.247751
19.052164,8,23.25796
19.114918,9,23.269346
17.726672,7,23.278441
15.289685,5,23.285048
13.88435,7,23.294142
14.705508,6,23.301975
18.610476,7,23.311306
14.76446,13,23.327611
14.346208,6,23.335534
12.966403,5,23.342359
15.919552,8,23.352652
19.52766,8,23.362831
13.625648,6,23.370761
12.130673,5,23.377442
14.762913,5,23.384089
15.08921,8,23.394351
16.288416,7,23.403939
17.959543,7,23.413122
13.245284,7,23.422293
19.371729,9,23.438945
17.94588,10,23.454496
16.65642,6,23.463674
16.130917,5,23.471496
19.890498,8,23.483185
9.672187,9,23.494847
15.726119,8,23.505121
16.648577,5,23.51176
18.103526,9,23.523382
17.415199,6,23.531329
15.271972,8,23.541928
19.948579,7,23.55128
19.340543,9,23.562953
20.624909,11,23.577735
16.324096,8,23.588118
15.298014,7,23.600727
12.515,7,23.614449
16.919794,7,23.625754
14.902437,5,23.63368
17.548405,9,23.647588
16.087867,6,23.656769
18.294344,5,23.664118
16.511625,10,23.677404
17.490613,5,23.684121
18.745303,12,23.69944
16.89106,5,23.706295
15.166132,15,23.725281
13.912611,13,23.741944
18.109719,13,23.758188
15.731011,5,23.765379
12.638105,4,23.770939
11.984071,6,23.77879
16.239751,5,23.785543
17.401917,7,23.800083
20.232459,6,23.809227
19.402971,8,23.821916
18.159934,7,23.832506
21.457128,8,23.844237
15.201783,9,23.856932
14.50798,6,23.86533
18.385438,8,23.876099
17.642569,6,23.884058
22.676903,19,23.907986
24.121137,12,23.924053
15.144169,8,23.934128
14.207523,7,23.943257
18.271783,7,23.952003
18.053154,9,23.969085
16.590124,5,23.977026
17.406231,6,23.986576
16.215291,8,23.998432
18.242105,15,24.018358
18.868527,7,24.027539
15.826627,8,24.037941
16.676891,9,24.049497
16.383465,6,24.095322
14.774219,11,24.112803
14.737578,5,24.12041
18.161828,6,24.13134
12.967644,10,24.14932
15.151143,9,24.353876
21.543903,12,24.371474
18.580149,8,24.383192
15.755051,13,24.40059
16.064039,11,24.415091
19.37306,6,24.42301
16.839291,7,24.432099
16.141018,7,24.441082
17.861844,6,24.448914
17.545207,7,24.458004
19.006983,15,24.476932
14.825209,5,24.483512
17.554449,10,24.496284
18.358196,6,24.504174
18.868582,6,24.512135
19.016474,8,24.522597
15.825233,6,24.530558
17.869254,6,24.538399
17.398282,5,24.545032
16.616209,13,24.561364
14.876471,5,24.567971
14.025703,18,24.590466
16.782389,6,24.598325
17.020205,7,24.607633
17.137295,13,24.629119
18.246837,6,24.638245
14.554885,5,24.645499
19.411897,9,24.658892
16.277222,6,24.668008
17.127522,6,24.67741
20.73511,6,24.687493
13.02753,6,24.700382
