eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
486.9,887.7568129000002,673,0.010166539,0.14709473,1.057031,-0.00242599,118.433,-0.0033620595932006836,1910,3911680,5813.011743047,3911680
514.44,956.6223153400001,664,0.014589224,0.19189453,1.0392416,0.00086190685,120.99681,0.6357405483722687,1920,3932160,5843.292233483,3932160
554.2,1033.87447888,663,0.009071084,0.11816406,1.0316882,-0.00017964386,84.59716,0.8841574564576149,1930,3952640,5873.817622664999,3952640
636.77,1180.5623098800002,686,0.020621646,0.23339844,1.015158,0.007083825,74.16678,0.6737153828144073,1940,3973120,5904.004883834999,3973120
527.38,971.5344683900001,665,0.0066020302,0.08093262,1.0173564,0.00042050163,80.55894,0.9457675516605377,1950,3993600,5934.333217383,3993600
478.71,887.38140637,687,0.04067428,0.3765869,1.0275009,0.017619729,116.84408,0.6513965725898743,1960,4014080,5964.599882576,4014080
455.6,851.04984033,680,0.006831047,0.08508301,1.02806,0.0007613936,95.89633,0.8495468199253082,1970,4034560,5994.965417757001,4034560
484.14,906.7618677400001,662,0.0027824533,0.018554688,1.0164019,-0.0010832858,162.76958,0.8106928914785385,1980,4055040,6025.199074006001,4055040
491.96,920.6107441900001,666,0.01161076,0.16149902,0.9858269,-0.0036869147,112.63824,0.8127541542053223,1990,4075520,6055.653851105,4075520
542.04,1012.3247244700001,676,0.02326258,0.29541016,0.9881291,0.006066521,143.04622,0.7274785339832306,2000,4096000,6085.73572522,4096000
556.69,1034.07825602,672,0.011786652,0.14160156,0.98564225,-0.0047521023,65.34821,0.9271242097020149,2010,4116480,6116.146416994001,4116480
554.69,1029.96900504,664,0.037478693,0.36010742,0.9794794,0.0068374192,126.37024,0.7598365694284439,2020,4136960,6146.3404235180005,4136960
597.91,1105.4140014500001,663,0.021644194,0.26367188,0.97999984,0.0037804404,128.96414,0.014547765254974365,2030,4157440,6176.932983473,4157440
539.52,1002.35591176,670,0.018101431,0.22619629,0.9809037,0.0052954387,95.949486,0.6592199206352234,2040,4177920,6207.136054191,4177920
501.23,933.5694573800001,669,0.0072731646,0.09851074,0.98372656,0.00090593705,105.36805,0.8418265581130981,2050,4198400,6237.372714385001,4198400
599.91,1119.6182261200001,667,0.014885542,0.1928711,0.9787506,0.0010874878,129.67947,0.02487635612487793,2060,4218880,6267.661548709,4218880
723.5,1349.97709107,678,0.013468341,0.18981934,0.9886983,0.0014609153,141.22244,0.5721995830535889,2070,4239360,6298.173738580001,4239360
725.12,1351.5236280000004,670,0.01757964,0.22473145,0.99392056,0.003041465,133.71439,0.6068636476993561,2080,4259840,6328.596028989001,4259840
608.59,1138.26318687,660,0.0059112962,0.068237305,0.9837306,-0.00043112418,114.89815,0.759091928601265,2090,4280320,6359.184449522001,4280320
580.51,1090.46736735,673,0.0026671602,0.021118164,0.96689606,-0.0005445553,54.563828,0.9251170977950096,2100,4300800,6389.432798094,4300800
586.53,1111.25730086,671,0.025974534,0.29760742,0.9590756,0.0035453453,136.43607,0.03215700387954712,2110,4321280,6419.756584783001,4321280
632.32,1197.60858577,678,0.0067791613,0.088012695,0.95220417,-0.0034603572,111.02409,0.8349531292915344,2120,4341760,6449.959696704,4341760
642.85,1214.7258200799997,654,0.012524332,0.17333984,0.9582163,0.0038655573,142.15622,0.583590567111969,2130,4362240,6480.399542715,4362240
537.8,1015.32827641,672,0.0071423384,0.092285156,0.950113,-0.0027467706,111.16786,0.7686264216899872,2140,4382720,6510.678195623001,4382720
413.17,782.2921406,681,0.003189883,0.03161621,0.95031744,-0.00039932164,107.55133,0.9050389230251312,2150,4403200,6541.124964797,4403200
489.07,927.35767877,674,0.01229701,0.17224121,0.9380359,0.0016886457,205.90927,0.48546773195266724,2160,4423680,6571.460993943001,4423680
526.17,996.82354984,664,0.0071608815,0.091918945,0.9374383,-0.0016186656,101.52836,0.8833515420556068,2170,4444160,6602.015656965001,4444160
562.63,1065.71689015,668,0.010255049,0.1574707,0.935303,-0.0026217215,133.23828,0.6336929500102997,2180,4464640,6632.395317213,4464640
538.08,1009.20358737,665,0.012148229,0.15783691,0.9216603,0.0008603658,95.60863,0.6634568572044373,2190,4485120,6662.959225573,4485120
588.34,1096.6543667199999,662,0.009889199,0.12976074,0.91328895,0.0021028218,67.489456,0.9315638020634651,2200,4505600,6693.360407089,4505600
534.72,989.44784669,671,0.008701095,0.119140625,0.9194532,-0.0024304127,110.57844,0.9028360396623611,2210,4526080,6723.868273886001,4526080
483.18,903.4983373,662,0.0184974,0.23034668,0.9102561,-0.0016853752,67.67043,0.9183230325579643,2220,4546560,6753.9951695479995,4546560
542.21,1018.8780870900002,670,0.016775943,0.22131348,0.91293013,-0.0030902743,151.05351,0.580857515335083,2230,4567040,6784.467993884,4567040
646.73,1216.5147377199999,671,0.018035451,0.21972656,0.88383424,0.0014423777,134.5418,0.02685105800628662,2240,4587520,6814.952524746001,4587520
680.84,1281.6577372000002,664,0.028238699,0.3173828,0.89017236,0.0060576843,96.01783,0.9183384925127029,2250,4608000,6845.387131482001,4608000
623.85,1173.24073378,663,0.015106418,0.1875,0.8843194,0.0027301537,84.30096,0.8431877195835114,2260,4628480,6875.7447919589995,4628480
401.77,755.7122418499999,667,0.007990484,0.103637695,0.87818,0.0026310636,208.52701,0.83583964407444,2270,4648960,6906.28048526,4648960
341.66,636.46359536,668,0.014268497,0.18518066,0.87338006,0.0055021173,218.98796,0.5920222401618958,2280,4669440,6936.693268405001,4669440
436.23,817.81111843,670,0.0016842394,0.01184082,0.8667417,0.0011103516,165.12177,0.8748144507408142,2290,4689920,6967.200389869,4689920
544.35,1026.1283139,667,0.00961771,0.13354492,0.8586757,-0.00024234608,130.94772,0.6233025193214417,2300,4710400,6997.60680096,4710400
611.19,1155.3332257499999,680,0.016361464,0.19396973,0.8567021,0.0026664126,135.08276,0.012551188468933105,2310,4730880,7027.881469958,4730880
583.04,1103.7508954999998,667,0.0113097355,0.1595459,0.8512659,0.002807166,126.5455,0.8072728663682938,2320,4751360,7058.251270086001,4751360
537.01,1017.5941138600001,671,0.005725737,0.068237305,0.8313091,0.00058452005,88.96272,0.9076783210039139,2330,4771840,7088.596829502001,4771840
581.91,1102.48794568,672,0.014945804,0.22851562,0.82492876,-0.0026537273,118.6863,0.7623580247163773,2340,4792320,7118.967652732001,4792320
672.66,1255.0919537800003,667,0.011869177,0.15710449,0.8286619,-0.0005526447,74.02549,0.7322932481765747,2350,4812800,7149.440463299001,4812800
576.0,1044.0306398300002,673,0.015514065,0.20031738,0.8339631,-0.0055338866,306.72324,-0.00807952880859375,2360,4833280,7179.753979804,4833280
480.19,857.1616290899999,670,0.02158627,0.26867676,0.8544939,-0.0035468966,75.382095,0.92364601790905,2370,4853760,7210.146461784001,4853760
469.02,853.5198354999999,670,0.01771275,0.2409668,0.8447945,-0.0031330371,96.0562,0.857926070690155,2380,4874240,7240.439587684999,4874240
529.27,973.7952225199998,664,0.015750097,0.1574707,0.8531204,0.005428392,153.48692,0.45374923944473267,2390,4894720,7271.011261189,4894720
517.19,960.9863936,662,0.013184617,0.16772461,0.85828036,-0.003817801,91.86032,0.9029142409563065,2400,4915200,7301.085701155,4915200
527.91,980.38153588,680,0.023270935,0.28173828,0.84932125,0.003856809,72.825516,0.7419576346874237,2410,4935680,7331.505142676,4935680
557.09,1026.57275775,684,0.010384437,0.1385498,0.8526436,-0.0032064011,153.78789,0.8637041449546814,2420,4956160,7361.7304817839995,4956160
496.36,910.12930855,665,0.0093301,0.12109375,0.8896811,-0.0052078413,149.66017,0.913669541478157,2430,4976640,7392.141293120001,4976640
348.7,650.32173547,672,0.0041087065,0.044067383,0.8835901,-0.00047061272,96.23126,0.8917572870850563,2440,4997120,7422.509760298,4997120
